"Country Name","Country Code","Year","average_value_Armed forces personnel (% of total labor force)","average_value_Armed forces personnel, total","average_value_Arms exports (SIPRI trend indicator values)","average_value_Arms imports (SIPRI trend indicator values)","average_value_Battle-related deaths (number of people)","average_value_CPIA building human resources rating (1=low to 6=high)","average_value_CPIA business regulatory environment rating (1=low to 6=high)","average_value_CPIA debt policy rating (1=low to 6=high)","average_value_CPIA economic management cluster average (1=low to 6=high)","average_value_CPIA efficiency of revenue mobilization rating (1=low to 6=high)","average_value_CPIA equity of public resource use rating (1=low to 6=high)","average_value_CPIA financial sector rating (1=low to 6=high)","average_value_CPIA fiscal policy rating (1=low to 6=high)","average_value_CPIA gender equality rating (1=low to 6=high)","average_value_CPIA macroeconomic management rating (1=low to 6=high)","average_value_CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","average_value_CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","average_value_CPIA property rights and rule-based governance rating (1=low to 6=high)","average_value_CPIA public sector management and institutions cluster average (1=low to 6=high)","average_value_CPIA quality of budgetary and financial management rating (1=low to 6=high)","average_value_CPIA quality of public administration rating (1=low to 6=high)","average_value_CPIA social protection rating (1=low to 6=high)","average_value_CPIA structural policies cluster average (1=low to 6=high)","average_value_CPIA trade rating (1=low to 6=high)","average_value_CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","average_value_Expense (% of GDP)","average_value_IDA resource allocation index (1=low to 6=high)","average_value_Intentional homicides (per 100,000 people)","average_value_Intentional homicides, female (per 100,000 female)","average_value_Intentional homicides, male (per 100,000 male)","average_value_Internally displaced persons, new displacement associated with conflict and violence (number of cases)","average_value_Internally displaced persons, new displacement associated with disasters (number of cases)","average_value_Internally displaced persons, total displaced by conflict and violence (number of people)","average_value_Methodology assessment of statistical capacity (scale 0 - 100)","average_value_Military expenditure (% of GDP)","average_value_Military expenditure (% of general government expenditure)","average_value_Military expenditure (current USD)","average_value_Other expense (% of expense)","average_value_Periodicity and timeliness assessment of statistical capacity (scale 0 - 100)","average_value_Proportion of seats held by women in national parliaments (%)","average_value_Public credit registry coverage (% of adults)","average_value_Source data assessment of statistical capacity (scale 0 - 100)","average_value_Statistical Capacity score (Overall average)","average_value_Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100)","average_value_Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100)","average_value_Strength of legal rights index (0=weak to 12=strong)","average_value_Subsidies and other transfers (% of expense)","average_value_Tax payments (number)","average_value_Time to prepare and pay taxes (hours)","average_value_Total tax and contribution rate (% of profit)"
"Jordan","JOR","1980","","","","386000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6458785854718","","416212133.926324","","","","","","","","","","","","",""
"Korea, Rep.","KOR","1984","","","126000000","527000000","","","","","","","","","","","","","","","","","","","","","","13.6999896935157","","","","","","","","","5.25453539277515","","4759446931.42228","","","","","","","","","","","","",""
"Korea, Rep.","KOR","1965","","","","627000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.41047487783486","","132131636.142507","","","","","","","","","","","","",""
"Latin America & Caribbean (excluding high income)","LAC","1991","0.862721417954596","1373000","","734000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.48324850402933","","13705318088.4654","","","","","","","","","","","","",""
"Lebanon","LBN","2000","6.26023622175947","76600","","4000000","","","","","","","","","","","","","","","","","","","","","","30.510760953113","","","","","","","","","5.39210030383447","12.7548676377712","930016583.747927","2.53687538575873","","2.34375","","","","","","","20.5091385456423","","",""
"Low income","LIC","2005","1.67718873009598","2802800","","671000000","","3.19047619047619","3.07142857142857","3.0952380952381","3.29365079365079","3.21428571428571","3.26190476190476","2.83333333333333","3.28571428571429","3.14285714285714","3.5","3.12380952380952","2.97619047619048","2.73809523809524","2.90952380952381","3.02380952380952","2.88095238095238","3.04761904761905","3.18253968253968","3.64285714285714","2.69047619047619","","3.12738095238095","","","","","","","34.8","2.94305648718857","12.1352517299533","4870543767.63787","","76.1333328","16.6402535657686","0.543478260869565","44","51.6444442666667","","","","","38.7826086956522","305.869565217391","96.204347826087"
"Lesotho","LSO","2002","0.223074117490907","2000","","","","","","","","","","","","","","","","","","","","","","","","34.5229646631857","","","","","","","","","2.5163929527429","6.12340362340362","19559896.4015673","7.95681987272194","","","","","","","","","12.8612596568973","","",""
"Latvia","LVA","2003","0.738499915209269","8100","","25000000","","","","","","","","","","","","","","","","","","","","","","39.764493682867","","8.7603459903","","","","","","","1.61002427493687","4.8856416772554","189144251.392141","10.2654877863333","","21","","","","","","","46.820865972153","","",""
"Morocco","MAR","2000","2.49657901200247","240500","","125000000","","","","","","","","","","","","","","","","","","","","","","","","1.6010462299","","","","","","","2.21096220697173","8.97852000472088","859151483.21036","","","0.615384615384615","","","","","","","","","",""
"Maldives","MDV","1980","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Maldives","MDV","1981","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle East & North Africa","MEA","1973","","","","13076000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.33567969566496","","8075325075.63267","","","","","","","","","","","","",""
"Niger","NER","2008","0.164231955301317","10000","","8000000","47","3","3","3.5","3.7","3.5","3.5","3","3.5","2.5","4","3","3","3","3.2","3.5","3","3","3.3","4","3","","3.3","","","","","4300","","30","0.992537782230201","4.38354564155169","53630486.4840723","","83.33333","12.3893805309735","0.9","70","61.1111111111111","20","61.9125","","","41","270","42.5"
"Nicaragua","NIC","1973","","","","10000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.42056716970161","","10433752.9481418","","","","","","","","","","","","",""
"New Zealand","NZL","1965","","","","10000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.35555842145989","","126982427.550842","","","","","","","","","","","","",""
"OECD members","OED","1962","","","9785000000","9455000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.86419831957926","","80934422629.787","","","","","","","","","","","","",""
"Oman","OMN","1964","","","","1000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Peru","PER","1962","","","","14000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.42506811989101","","66368381.8046234","","","","","","","","","","","","",""
"Palau","PLW","1998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","",""
"Poland","POL","2015","0.942932182755872","172700","3000000","140000000","","","","","","","","","","","","","","","","","","","","","","34.2868239176686","","0.78350792589","0.57144968008","1.0089613123","","","","90","2.13740711293912","5.13094164546384","10212785780.6075","4.02674076231965","86.6667","27.3913043478261","0","80","85.5555666666667","80","63.375","7","45.3472067824792","7","269","40.3"
"Korea, Dem. People's Rep.","PRK","2000","8.89130818875189","1244000","58000000","18000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.0873362445415","","","","","","","","","",""
"Russian Federation","RUS","2002","1.91488277537726","1397200","5730000000","","1289","","","","","","","","","","","","","","","","","","","","","22.5352476801625","","30.473287576","13.842473351","49.461816616","","","","","3.75627739108018","11.1384897329319","13943825063.4002","0.693085533539833","","7.57238307349666","","","","","","","54.2073110772408","","",""
"Russian Federation","RUS","2013","1.66997115522442","1260000","7919000000","183000000","321","","","","","","","","","","","","","","","","","","","","","24.606189979681","","11.108920383","5.191858809","17.961257066","","29000","35000","70","3.85404258314373","11.1221783289798","88352896463.5598","7.76602260704939","76.6666666666667","13.5555555555556","0","100","82.2222222222222","60","54.89375","4","61.1899326243109","9","177","48.7"
"Saudi Arabia","SAU","1991","3.70569990970509","191000","","1041000000","101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4698079910217","35.4435866022514","16355466666.6667","","","","","","","","","","","","",""
"Sudan","SDN","1960","","","","9000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.91740412979351","","18667432.5100517","","","","","","","","","","","","",""
"San Marino","SMR","2006","","","","","","","","","","","","","","","","","","","","","","","","","","29.303366330046","","0","0","0","","","","","","","","8.35763448557955","","11.6666666666667","","","","20","15.59375","","32.3613025279114","","",""
"Turkmenistan","TKM","2015","1.61623854795358","36500","","172000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","","","","40","25.8064516129032","","30","33.3333333333333","20","39.08125","","","","",""
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","1979","","","","1358000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.29466626050588","","8809036420.00876","","","","","","","","","","","","",""
"Tuvalu","TUV","1997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.33333333333333","","","","","","","","","",""
"Tanzania","TZA","1981","","","","121000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.58429391878131","","331019096.977006","","","","","","","","","","","","",""
"Ukraine","UKR","2019","","","96000000","26000000","234","","","","","","","","","","","","","","","","","","","","","33.047448467772","","","","","60","","730000","100","3.52248527087751","8.49820549502351","5419138048.44591","2.44066634833222","76.6666","20.5188679245283","2.4","40","72.2222","100","67.3375","8","57.9035729568245","5","327.5","45.2"
"Upper middle income","UMC","2007","0.742041482032938","9028900","6468000000","5620000000","","3.875","4","3.95833333333333","3.88888888888889","3.75","3.75","3.625","3.66666666666667","4.08333333333333","4.04166666666667","3.75","3.41666666666667","3.54166666666667","3.5","3.58333333333333","3.33333333333333","3.625","3.91666666666667","4.125","3.29166666666667","","3.76388888888889","","","","","","","66.6666666666667","1.75240476619521","7.29904286581944","183942694565.331","5.19966165761301","82.1365815384615","18.4699267336855","5.92444444444445","73.3333333333333","74.0455271794872","","","","34.8908953510941","38.0222222222222","318.855555555556","42.0222222222222"
"United States","USA","1993","1.37604107146905","1820000","13819000000","963000000","","","","","","","","","","","","","","","","","","","","","","21.4174726790278","","9.4500823463","4.2119541668","14.886867498","","","","","4.60435029507644","","316719443747.423","1.35608912609859","","","","","","","","","59.0205115287999","","",""
"Venezuela, RB","VEN","2010","0.904367394614264","115000","","208000000","","","","","","","","","","","","","","","","","","","","","","","","45.991654976","5.537723589","86.617867766","","102000","","60","1.01348862784929","","3991194834.74435","","100","16.969696969697","0","90","83.3333333333333","60","61.34375","","","70","864","51.9"
"Samoa","WSM","2003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.12244897959184","","","","","","","","","",""
"Samoa","WSM","2011","","","","","","4","3.5","4.5","4.5","4.5","4.5","4","4.5","3.5","4.5","3.9","4","4","4","3.5","4","3.5","4","4.5","4","","4.1","","","","","","","50","","","","","56.66667","4.08163265306122","0","40","48.8888888888889","40","54.9625","","","37","224","18.4"
"Yemen, Rep.","YEM","1997","3.9711848870221","146300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.80575259672107","16.9639168955113","397073042.442432","","","","","","","","","","","","",""
"South Africa","ZAF","1996","1.85957697869128","277900","31000000","42000000","","","","","","","","","","","","","","","","","","","","","","29.879170074266","","59.4","","","","","","","1.75587879819291","","2591787130.61277","2.78614993948311","","","","","","","","","54.2041436267413","","",""
"Aruba","ABW","2002","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.2636011454","2.0199571769","8.7939146111","","","","","","","","","","","","","","","","","","","",""
"United Arab Emirates","ARE","2020","","","191000000","432000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","610","","","","","","","","50","","","","","","","","","",""
"Armenia","ARM","2017","3.77381450238405","49000","","18000000","","","","","","","","","","","","","","","","","","","","","","22.6297249923647","","2.3770803273","0.70538729931","4.2588146636","","","","90","3.84973057654684","14.7914763511624","443610413.340995","15.4156852677783","83.3333","18.0952380952381","0","100","91.1111","100","81.00625","6","38.4726191534051","14","313","18.5"
"Burundi","BDI","1962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.94379391100703","","8420000","","","","","","","","","","","","",""
"Belgium","BEL","1985","","91600","3000000","294000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9312338541026","","2428223976.52078","","","","","","","","","","","","",""
"Bulgaria","BGR","1974","","","","299000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barbados","BRB","1993","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.958494556","3.6538489645","12.595747361","","","","","","","","","","","","","","","","","","","",""
"Bhutan","BTN","1994","2.33319956322504","5000","","","","","","","","","","","","","","","","","","","","","","","","20.352326778682","","3.7600699373","","","","","","","","","","6.20501965527669","","","","","","","","","10.2570305412761","","",""
"Botswana","BWA","1993","1.462678707995","7000","","11000000","","","","","","","","","","","","","","","","","","","","","","32.6279809985908","","","","","","","","","4.93349197298009","10.2017006802721","185671482.870903","0","","","","","","","","","32.7637579811493","","",""
"Switzerland","CHE","1985","","20000","346000000","341000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.82497186832109","","1966928896.72097","","","","","","","","","","","","",""
"Chile","CHL","1978","","","0","154000000","","","","","","","","","","","","","","","","","","","","","","26.9594755853555","","","","","","","","","6.7281223205458","","1036145035.03307","","","","","","","","","","","","",""
"China","CHN","2011","0.378367377476658","2945000","1271000000","1055000000","","","","","","","","","","","","","","","","","","","","","","","","0.87286746537","","","","4490000","","70","1.66557605252678","6.16618115195222","125286373164.011","","76.66667","21.3230355943586","","60","68.8888888888889","50","52.275","","","","",""
"Cote d'Ivoire","CIV","1973","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.13034263511127","","28713844.1107457","","","","","","","","","","","","",""
"Costa Rica","CRI","2014","0.418235405078061","9800","","1000000","","","","","","","","","","","","","","","","","","","","","","26.7358581094094","","9.9470533158","2.1290149674","17.750621272","","","","80","0","0","0","9.28741623555577","93.3333333333333","33.3333333333333","27.4","60","77.7777777777778","60","73.60625","2","21.7290865460294","24","163","58.2"
"Costa Rica","CRI","1969","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","","",""
"Caribbean small states","CSS","1964","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Germany","DEU","1976","","","1662000000","1387000000","","","","","","","","","","","","","","","","","","","","","","24.6418565541539","","","","","","","","","3.13556659409079","","14549820054.759","","","","","","","","","","","","",""
"Djibouti","DJI","2003","4.358348363139","12300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.330740164481","41763775.805898","","","10.7692307692308","","","","","","","","","",""
"Dominican Republic","DOM","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31000","","60","0.750479965269961","3.69955481196868","599052525.398084","","96.6667","27.8947368421053","","60","72.2222333333333","","","","","","",""
"East Asia & Pacific","EAS","1960","","","286000000","5198000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ecuador","ECU","1989","","46000","","20000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.92398919308504","","189000000","","","","","","","","","","","","",""
"Egypt, Arab Rep.","EGY","2017","2.82159452694365","836000","","2395000000","497","","","","","","","","","","","","","","","","","","","","","","","","","","1800","","36000","70","1.42203170028818","4.41764713255135","2765588434.01207","","90","14.9328859060403","7.8","90","83.3333333333333","100","77.94375","2","","29","392","45.8"
"Spain","ESP","1998","1.54713525286865","269710","171000000","86000000","","","","","","","","","","","","","","","","","","","","","","","","1.2984570425","","","","","","","1.75731994886122","4.07548570449664","10333417234.2975","","","24.7126436781609","","","","","","","","","",""
"Estonia","EST","2000","1.1188004104231","7600","","27000000","","","","","","","","","","","","","","","","","","","","","","33.3118978137388","","10.220775907","3.4276880491","17.992323501","","","","","1.37632711527768","3.78307349665924","78313308.5597839","7.35851807975415","","17.8217821782178","","","","","","","54.7945205479452","","",""
"Gabon","GAB","1982","","","","5000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.44764067625536","","88555899.7705459","","","","","","","","","","","","",""
"United Kingdom","GBR","1974","","","2337000000","319000000","","","","","","","","","","","","","","","","","","","","","","33.2535749520883","","","","","","","","","5.06942711490535","","10450754431.8186","","","","","","","","","","26.4152230255081","","",""
"Ghana","GHA","1976","","","","39000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.56680968433956","","88961005.0635995","","","","","","","","","","","","",""
"Grenada","GRD","1997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","",""
"Guam","GUM","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2876393065","","","","","","","","","","","","","","","","","","","","","",""
"IBRD only","IBD","2018","0.760888361963483","16694290","8755000000","11988000000","","4","3.75","3.5","3.58333333333333","3.5","3.75","2.5","3.25","4.25","4","3.85","3.75","3.25","3.3","3.75","3.25","3.5","3.5","4.25","2.75","","3.55833333333333","","","","","11887643","","69.8387096774194","1.83438132560733","5.86193443211622","545916035012.167","4.52326385179737","84.677435483871","22.9814781514116","23.1044117647059","65.6451612903226","73.3871021505376","","","5.38235294117647","40.2112335295929","19.7875","298.428382352941","41.7205882352941"
"Iran, Islamic Rep.","IRN","1970","","","23000000","1237000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.85690329096248","","620132013.20132","","","","","","","","","","","","",""
"Israel","ISR","1971","","","21000000","1350000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7998034775922","","1270657787.28045","","","","","","","","","","","","",""
"Jordan","JOR","1989","","190000","64000000","59000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.07078095300923","21.1946050096339","382891036.17276","","","","","","","","","","","","",""
"Cambodia","KHM","1995","6.70578847573841","308500","0","1000000","694","","","","","","","","","","","","","","","","","","","","","","","3.7255499057","","","","","","","3.57731057861843","","123101153.486778","","","","","","","","","","","","",""
"Korea, Rep.","KOR","1980","","","105000000","924000000","","","","","","","","","","","","","","","","","","","","","","15.0106607661151","","","","","","","","","6.39877211320904","","3980692489.03581","","","","","","","","","","","","",""
"Kuwait","KWT","1986","","","","170000000","","","","","","","","","","","","","","","","","","","","","","38.6137498508258","","","","","","","","","7.23620987891601","","1295617612.14061","","","","","","","","","","0","","",""
"Lao PDR","LAO","2007","4.51216185019623","129000","","","","3","3","3.5","3.83333333333333","2.5","3.5","2","3.5","3.5","4.5","3.2","3.5","3","2.7","3","3","2.5","2.83333333333333","3.5","2","","3.14166666666667","","","","","","","50","0.312173796332908","2.06621935796692","14838865.5400931","","86.66667","25.2173913043478","0","70","68.8888888888889","40","60.31875","","","34","672","35.2"
"Lao PDR","LAO","1985","","53700","","59000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lebanon","LBN","1966","","","","72000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.16343418670804","","51425377.3057574","","","","","","","","","","","","",""
"Lebanon","LBN","1978","","","","2000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.48960109103307","","252760229.683593","","","","","","","","","","","","",""
"Liberia","LBR","2001","1.19178715634817","15000","","","341","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8125","","","","","","","","","",""
"Low income","LIC","2015","1.43737995290702","3224350","","374000000","","3.39583333333333","2.95833333333333","3.125","3.11805541666667","3.25","3.20833333333333","2.66666666666667","2.95833333333333","2.9375","3.27083333333333","3.09583333333333","3.125","2.5","2.77916666666667","3.04166666666667","2.6875","2.8125","3.03472263888889","3.47916666666667","2.41666666666667","","3.00694513888889","7.3","","","","1031200","19229000","40.7692307692308","1.78144538823994","8.47548105360194","7272279893.03861","","81.6667076923077","21.605451221539","1.40769230769231","49.2307692307692","57.2222358974359","","","4.42307692307692","","37.92","281.8","45.204"
"Lower middle income","LMC","1987","","","","9680000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9007480236304","","43397965384.6825","","","","","","","","","","","","",""
"Lithuania","LTU","1990","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8700837519","","","","","","","","","","","","","","","","","","","","","",""
"Marshall Islands","MHL","2001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.03030303030303","","","","","","","","","",""
"Middle income","MIC","1987","","","","17561000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.10030328071025","","","","","","","","","","","","","","",""
"Mali","MLI","1991","0.406992124702387","13000","","","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mauritius","MUS","2019","","","","","","","","","","","","","","","","","","","","","","","","","","23.4762330429905","","","","","","1000","","90","0.155938299008176","0.51875045899735","21831361.8611447","11.0410081869052","86.6667","20","100","80","85.5555666666667","100","56.99375","6","33.5045222164625","8","140","22.2"
"Nicaragua","NIC","2010","0.479655415549469","12000","","","","3.5","3.5","4.5","4.16666666666667","4","4","3","4","3.5","4","3.6","3.5","2.5","3.2","4","3","3.5","3.66666666666667","4.5","2.5","14.9932255872977","3.65833333333333","13.478574561","2.6396135606","24.642045534","","61000","","50","0.505472679061413","2.23776389283348","44272442.9210916","5.00391184248384","96.66667","20.6521739130435","14","80","75.5555555555556","60","64.60625","","37.0820699610803","66","222","63.3"
"New Zealand","NZL","2007","0.397256107923008","9000","","81000000","","","","","","","","","","","","","","","","","","","","","","31.3103662554306","","1.1339352325","0.88043180083","1.397580932","","","","","1.27201426802729","3.43228009242226","1713995943.20487","6.70681631535724","","33.0578512396694","0","","","40","52.21875","","34.2064741308514","8","172","35.5"
"Poland","POL","1976","","","406000000","788000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15572289156.6265","","","","","","","","","","","","",""
"Portugal","PRT","2016","1.4316042884331","74500","172000000","21000000","","","","","","","","","","","","","","","","","","","","","","41.1299296131519","","0.63919175171","","","","1100","","","2.00412428217476","4.46959911978569","4133066817.16925","3.72599663496177","","34.7826086956522","100","","","100","64.275","2","45.6659525019632","8","243","39.8"
"Romania","ROU","1972","","","9000000","501000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1824593128.3906","","","","","","","","","","","","",""
"South Asia","SAS","1990","0.504442756451627","2028000","86000000","5441000000","7544","","","","","","","","","","","","","","","","","","","","","15.7686090754745","","","","","","","","","3.29523247600678","12.2295161164183","13945113110.1629","","","","","","","","","","","","",""
"South Asia","SAS","1965","","","","1356000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.97454806033934","","2580099330.09933","","","","","","","","","","","","",""
"Saudi Arabia","SAU","2011","2.35713936808975","249000","62000000","1222000000","","","","","","","","","","","","","","","","","","","","","","23.1967109216431","","","","","","8200","","","7.23005332410004","22.0141526551349","48530933333.3333","14.0158761421146","","0","0","","","40","39.9375","","8.87813733633616","14","79","14.7"
"Senegal","SEN","1966","","","","1000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eswatini","SWZ","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.226040084","","","","","","30","1.54133090916197","4.96579042131797","42695547.3095458","","86.66667","10.7692307692308","","80","65.5555555555556","20","","","","","",""
"Europe & Central Asia (IDA & IBRD countries)","TEC","2007","1.68140625085105","3352500","6561000000","2382000000","","3.6875","3.75","4.375","4.29166666666667","3.5625","3.75","3.3125","4.125","4.3125","4.375","3.7375","3.1875","3","3.1625","3.5625","3.0625","3.75","3.75","4.1875","2.625","27.8394981777203","3.73541666666667","","","","","","","73.3333333333333","2.48437318350123","7.88908357707796","80497906267.2262","5.00366375390449","83.3330161904762","14.8122866894198","2.46","82.8571428571429","79.8411641269841","","","","43.1435060712197","58.2","470.675","48.64"
"Europe & Central Asia (IDA & IBRD countries)","TEC","1967","","","309000000","2273000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.25957446808511","","","","","","","","","","","","","","",""
"Thailand","THA","1965","","","","89000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.32591933570581","","94266826.9230769","","","","","","","","","","","","",""
"Turkmenistan","TKM","2020","","","","10000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","","","","43.3333","25","","30","34.4444333333333","","","","","","",""
"Middle East & North Africa (IDA & IBRD countries)","TMN","1968","","","32000000","3466000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.89847911980947","","2063859060.89635","","","","","","","","","","","","",""
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","1997","0.691007152854834","1623660","","429000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.53831620036127","","6104899535.56616","","","10.2068965517241","","","","","","","","","",""
"Uganda","UGA","1991","0.923569256534445","60000","","","857","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.50799847648067","","73561599.9782019","","","","","","","","","","","","",""
"Uzbekistan","UZB","2012","0.511896396987098","68000","","","","4","3","4","4","3.5","4","3","4","4","4","3.8","3.5","2.5","2.9","3.5","3","3.5","2.83333333333333","2.5","2","15.1293752482468","3.38333333333333","","","","","","3400","50","","","","","73.33333","22","0","50","57.7777777777778","10","46.075","","","58","205","98.7"
"World","WLD","2016","0.823645096805838","27542350","","31371000000","","3.6027397260274","3.0958904109589","3.25342465753425","3.24657557077626","3.43835616438356","3.30821917808219","2.83561643835616","3.06164383561644","3.23972602739726","3.42465753424658","3.25068493150685","3.13013698630137","2.89041095890411","3.04246575342466","3.13698630136986","2.89041095890411","2.97260273972603","3.23744264840183","3.78082191780822","2.85616438356164","28.3964687549013","3.19429232876712","","2.2271524835","9.701459385","","24213693","","","2.21877833428755","6.268249315506","1649136733237.66","5.39962657903663","","23.0913674246322","12.5831578947368","","","","","5.04210526315789","42.0552141552699","24.9540740740741","243.763465608466","40.3132275132275"
"Aruba","ABW","2019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","17.075","","","","",""
"Africa Western and Central","AFW","1997","0.418950794353682","375270","","84000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.748265732466195","","1365594415.16732","","","","","","","","","","","","",""
"Arab World","ARB","2010","3.21914971681487","3598680","","5305000000","","3","3","2.5","2.9","3.1","3","2.6","2.8","2.9","3.4","2.92","2.8","2.5","2.66","2.7","2.7","2.9","3.1","3.7","2.3","","2.895","","","","","","","","5.04301633187347","15.8254590006899","97976367583.5363","","","11.919671777154","4.18","","","","","","","23.75","207.4","43.11"
"United Arab Emirates","ARE","2013","0.956908874479225","63000","106000000","2306000000","","","","","","","","","","","","","","","","","","","","","","4.01105941620261","","0.61970613318","0.71846003275","0.58193397709","","","","","6.03468625064444","19.9148885242204","23561061946.9027","12.9827547220847","","17.5","5.8","","","40","31.8375","2","25.5598582955123","4","12","14.8"
"Austria","AUT","1993","1.20579036611011","45000","10000000","9000000","","","","","","","","","","","","","","","","","","","","","","38.7564718347994","","1.0136733126","0.84755564721","1.1929269749","","","","","1.11558454134251","2.05751372251182","2115115266.68433","2.1439474266805","","","","","","","","","62.8922316861447","","",""
"Burundi","BDI","1972","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.45867098865478","","3600000","","","","","","","","","","","","",""
"Bangladesh","BGD","1996","0.404520252529026","167200","","7000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5390735944898","11.9872758971844","638958844.832812","","","","","","","","","","","","",""
"Bosnia and Herzegovina","BIH","2007","0.644493696493596","9000","","","","3.5","4","4","4","4","3","4","3.5","4.5","4.5","3.6","3.5","3","3.3","3.5","3","3.5","3.83333333333333","3.5","3","36.0736125775401","3.68333333333333","1.7540171644","","","","","","50","1.23615286300028","2.73448445011282","195049685.094472","3.70543887922184","56.66667","11.9047619047619","0","60","55.5555555555556","30","59.05","","43.1435060712197","55","368","42.8"
