"Country Name","Country Code","Year","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","GINI index (World Bank estimate)","Income share held by fourth 20%","Income share held by highest 10%","Income share held by highest 20%","Income share held by lowest 10%","Income share held by lowest 20%","Income share held by second 20%","Income share held by third 20%","Population living in slums (% of urban population)","Poverty gap at $1.90 a day (2011 PPP) (%)","Poverty gap at $3.20 a day (2011 PPP) (%)","Poverty gap at $5.50 a day (2011 PPP) (%)","Poverty gap at national poverty lines (%)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)","Poverty headcount ratio at national poverty lines (% of population)","Rural poverty gap at national poverty lines (%)","Rural poverty headcount ratio at national poverty lines (% of rural population)","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)","Survey mean consumption or income per capita, total population (2011 PPP $ per day)","Urban poverty gap at national poverty lines (%)","Urban poverty headcount ratio at national poverty lines (% of urban population)"
"Bangladesh","BGD","2016","1.35","1.54","32.4","21.4","26.8","41.4","3.7","8.6","12.4","16.1","0","2.7","15.6","39.2","0","14.8","52.9","84.5","24.3","0","0","2.03","3.86","0","0"
"Bolivia","BOL","2006","0","0","56.7","19.8","43.6","60.1","0.6","2.3","6.5","11.3","0","8","13.9","24.3","32.4","16.4","28.6","48.1","59.9","50.5","76.5","0","0","21.8","50.3"
"Brazil","BRA","1985","0","0","55.6","19.6","42.5","60","0.9","2.9","6.5","11","0","9","18.6","32.9","0","23.1","41.5","61.5","0","0","0","0","0","0","0"
"East Asia & Pacific","EAS","2014","0","0","0","0","0","0","0","0","0","0","25.7899238792442","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ecuador","ECU","2004","0","0","53.9","19.4","42.4","58.3","1","3.2","7.3","11.8","0","6.2","13.1","26","0","15","31.9","54.6","44.6","0","68.8","0","0","0","32.5"
"France","FRA","2008","0","0","33","21.9","26.7","41.2","3.2","7.9","12.6","16.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Georgia","GEO","1996","0","0","37.1","22.7","27.9","43.6","2.3","6.1","11.3","16.2","0","1.2","5.6","16","0","6","18.2","43.3","0","0","0","0","0","0","0"
"India","IND","2014","5.09","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","2.03","0","0","0"
"Latin America & Caribbean","LCN","2010","0","0","0","0","0","0","0","0","0","0","0","2.4","5.4","12.6","0","6","14","31","0","0","0","0","0","0","0"
"Morocco","MAR","1990","0","0","78.4","43.4","61","92.6","5.6","13.2","21","30","74.8","0.8","9","34.4","0","5.8","38.6","97.4","0","0","0","0","0","0","0"
"Russian Federation","RUS","2003","0","0","40","21.9","30.3","46.7","2.4","6.1","10.4","14.9","0","0.2","1.1","5.5","2.6","0.8","4.8","19.8","20.3","0","0","0","0","0","0"
"El Salvador","SLV","2003","0","0","50.4","21.6","37.2","54.1","0.7","2.8","8.1","13.4","0","7.7","13","23.1","0","14.8","26.8","47.2","0","0","0","0","0","0","0"
"Thailand","THA","2011","0","0","37.5","21.4","29.9","45.1","3","7.2","11.1","15.1","0","0","0.2","2.7","0","0","1.4","13.7","13.2","0","16.7","0","0","0","9"
"Turkmenistan","TKM","1998","0","0","40.8","21.5","31.7","47.5","2.6","6.1","10.1","14.7","0","19.4","38.6","58.8","0","51.4","77.8","92.5","0","0","0","0","0","0","0"
"World","WLD","1984","0","0","0","0","0","0","0","0","0","0","0","14.7","28.9","43.1","0","39.2","56.9","66.9","0","0","0","0","0","0","0"
"Kosovo","XKX","2014","0","0","27.3","22.7","22","36.5","3.7","9.1","13.9","17.8","0","0.2","1","6.2","0","0.7","4.3","25.3","21.1","0","0","0","0","0","0"
"Congo, Dem. Rep.","COD","2012","0","0","42.1","21.6","32","48.4","2.1","5.5","10","14.5","0","39.2","58","73.7","0","77.1","91.3","97.8","63.9","0","0","0","0","0","0"
"Cyprus","CYP","2015","-4.34","-3.04","34","21.7","27.4","42.1","3.2","7.9","12.1","16.2","0","0","0","0","0","0","0","0.2","0","0","0","21.66","43.38","0","0"
"Ecuador","ECU","1998","0","0","49.7","20.7","37.9","54.8","1.3","3.9","8.1","12.5","0","6.1","14.2","29.3","0","15.7","35.7","60.8","0","0","0","0","0","0","0"
"Estonia","EST","2006","0","0","33.7","21.9","26.8","41.7","2.8","7.6","12.6","16.3","0","0.5","0.7","1.4","0","0.7","1.5","3.7","0","0","0","0","0","0","0"
"Kazakhstan","KAZ","2011","0","0","28","22.4","23","37.6","4.1","9.5","13.4","17.1","0","0","0.1","1.6","0.9","0","0.7","9","5.5","0","8.8","0","0","0","2.4"
"Middle income","MIC","2007","0","0","0","0","0","0","0","0","0","0","32.1178860675585","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malta","MLT","2006","0","0","28","23.1","22","36.7","3.4","8.6","13.8","17.9","0","0.2","0.3","0.5","0","0.5","0.5","0.7","0","0","0","0","0","0","0"
"Malaysia","MYS","1989","0","0","46.2","20.5","36.4","52","2.1","5.1","8.9","13.5","0","0.2","2.7","10.7","0","1.6","11.7","32.4","0","0","0","0","0","0","0"
"Paraguay","PRY","1990","0","0","81.6","44.6","61.4","94.2","4.4","11.6","20.6","29.2","0","0.6","2.6","10.8","0","2.4","9.4","36.6","0","0","0","0","0","0","0"
"Sub-Saharan Africa","SSF","2005","0","0","0","0","0","0","0","0","0","0","61.2767185628526","21.5","38.9","57.7","0","50.7","74.8","89.9","0","0","0","0","0","0","0"
"East Asia & Pacific (IDA & IBRD countries)","TEA","1995","0","0","0","0","0","0","0","0","0","0","42.0232203055144","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austria","AUT","2005","0","0","28.7","22.8","22.8","37.5","3.5","8.8","13.4","17.5","0","0","0.1","0.2","0","0.2","0.2","0.5","0","0","0","0","0","0","0"
"Burundi","BDI","1992","0","0","33.3","22","26.6","41.6","3.4","7.9","12.1","16.3","0","36.8","58.3","74.7","0","81.1","94.8","98.9","0","0","0","0","0","0","0"
"Belize","BLZ","2007","0","0","0","0","0","0","0","0","0","0","18.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Egypt, Arab Rep.","EGY","2005","0","0","0","0","0","0","0","0","0","0","17.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ethiopia","ETH","1999","0","0","30","21.5","25.5","39.4","3.9","9.1","13.2","16.8","0","16.2","40.4","62.9","11.9","55.5","88.3","97.3","44.2","12.2","45.4","0","0","10.1","36.9"
"Ireland","IRL","2009","0","0","32.7","22.3","25.5","40.7","3","7.7","12.6","16.7","0","0.3","0.4","0.6","0","0.5","0.7","1.2","0","0","0","0","0","0","0"
"Kazakhstan","KAZ","2004","0","0","32","22.5","25.2","40.3","3.4","8.2","12.4","16.6","0","0.4","3.6","16.8","8.3","2.3","16.7","52","33.9","0","47.1","0","0","0","23.4"
"Namibia","NAM","2009","0","0","61","15.7","51.8","66.4","1.3","3.3","5.7","8.9","33.5","6.6","18.6","35.4","8.8","22.6","47","67.3","28.7","11.6","37.4","1.75","7.79","4.4","14.6"
"South Sudan","SSD","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.6","0","0","0","0","0","0"
"Austria","AUT","2014","0","0","30.5","22.7","24","38.6","3.1","8","13.2","17.5","0","0.1","0.2","0.3","0","0.2","0.2","0.7","0","0","0","0","0","0","0"
"Bangladesh","BGD","1983","0","0","25.9","22.3","21.9","35.8","4.1","9.7","14.3","17.9","0","7.1","26.8","53.1","0","29.9","76.7","95.9","0","0","0","0","0","0","0"
"Czech Republic","CZE","2015","1.42","1.03","25.9","21.9","22.1","35.9","3.9","9.7","14.7","17.8","0","0","0","0","0","0","0","0.4","0","0","0","17.15","28.2","0","0"
"Fragile and conflict affected situations","FCS","2010","0","0","0","0","0","0","0","0","0","0","0","16.8","29.6","46.8","0","37.1","58.5","80","0","0","0","0","0","0","0"
"Equatorial Guinea","GNQ","2005","0","0","0","0","0","0","0","0","0","0","66.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Latvia","LVA","2007","0","0","37.5","22.7","28.2","44","2.4","6.4","11","15.9","0","0.3","0.6","1.7","0","0.5","1.5","5","25.9","0","0","0","0","0","0"
"Panama","PAN","1979","0","0","48.7","21.7","36","53.4","1.5","3.9","7.9","13.1","0","1.7","6.9","17","0","8.1","21","40","0","0","0","0","0","0","0"
"West Bank and Gaza","PSE","2016","-0.89","-0.55","33.7","23.2","25.2","41.1","2.9","7.3","11.9","16.6","0","0.2","1.1","6.2","0","1","5","23.6","29.2","0","0","5.03","10.5","0","0"
"Russian Federation","RUS","2011","0","0","39.7","21.3","31.1","47","2.6","6.5","10.5","14.7","0","0","0.1","0.7","1.2","0","0.3","3.2","12.7","0","0","0","0","0","0"
"Vietnam","VNM","2000","0","0","0","0","0","0","0","0","0","0","48.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Arab World","ARB","2014","0","0","0","0","0","0","0","0","0","0","32.4691142948089","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Argentina","ARG","1995","0","0","48.9","20.8","37","53.8","1.1","3.8","8.4","13.3","31.7","2.4","3.9","8.1","0","4.1","8.6","20.5","0","0","0","0","0","0","0"
"Chile","CHL","2006","0","0","48.2","19.7","38.4","54","1.7","4.6","8.7","12.9","0","0.9","2.5","7.7","0","2.4","7.4","23.3","29.1","0","51.8","0","0","0","25.8"
"Cyprus","CYP","2004","0","0","30.1","22.3","24.3","39","3.7","8.8","13","17","0","0","0","0.1","0","0","0","0.2","0","0","0","0","0","0","0"
"Denmark","DNK","2011","0","0","27.3","22.3","22.7","36.8","3.7","9.4","14","17.5","0","0","0","0.1","0","0","0","0.7","0","0","0","0","0","0","0"
"Denmark","DNK","2014","0","0","28.4","22","23.5","37.7","3.5","9.1","13.9","17.3","0","0.1","0.1","0.2","0","0.2","0.2","0.7","0","0","0","0","0","0","0"
"East Asia & Pacific","EAS","2012","0","0","0","0","0","0","0","0","0","0","0","1.5","7.2","19.6","0","7.3","23.7","48.6","0","0","0","0","0","0","0"
"Fragile and conflict affected situations","FCS","2002","0","0","0","0","0","0","0","0","0","0","0","24.7","38.8","54.9","0","49.2","67.7","84.8","0","0","0","0","0","0","0"
"Georgia","GEO","2006","0","0","36.9","22.9","27.4","43.4","2.3","6.3","11.4","16.1","0","3.6","11","27.3","0","11.6","32.5","64.5","34.7","0","0","0","0","0","0"
"Haiti","HTI","2007","0","0","0","0","0","0","0","0","0","0","70.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Indonesia","IDN","2017","4.77","4.79","0","0","0","0","0","0","0","0","0","0.9","7.1","22.7","0","5.7","27.2","58.6","10.6","0","0","2.75","6.24","0","0"
"Kenya","KEN","2015","0","0","40.8","21.5","31.6","47.5","2.4","6.2","10.3","14.6","0","11.6","28.4","49.2","0","36.8","66.2","86.5","36.1","0","0","0","0","0","0"
"Cambodia","KHM","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.7","0","0","0","22.1","0","25.3","0","0","0","8.5"
"Mexico","MEX","2012","0","0","45.4","20.3","36.1","51.6","2","5.2","9.3","13.5","0","0.8","3.7","12.6","0.4","3.4","13.1","36.4","45.5","0","62.8","0","0","0","48.3"
"Netherlands","NLD","2007","0","0","29.6","22.2","24.1","38.6","3.5","8.8","13.4","17.1","0","0","0","0.1","0","0","0","0.2","0","0","0","0","0","0","0"
"Poland","POL","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0"
"Sub-Saharan Africa","SSF","1995","0","0","0","0","0","0","0","0","0","0","63.9347514267724","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Slovak Republic","SVK","2015","-0.62","-0.61","26.5","23.2","20.9","35","3.1","8.5","14.6","18.7","0","0.3","0.5","1","0","0.7","1","3","0","0","0","12.77","22.25","0","0"
"Eswatini","SWZ","2001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69","0","0","0","0","0","0"
"Burkina Faso","BFA","1990","0","0","0","0","0","0","0","0","0","0","157.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Central African Republic","CAF","2000","0","0","0","0","0","0","0","0","0","0","91.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Costa Rica","CRI","1999","0","0","47.7","21.1","35.9","52.6","1.2","3.9","8.8","13.5","0","3","5.7","12.2","0","6.4","13.1","30","0","0","0","0","0","0","0"
"East Asia & Pacific","EAS","1984","0","0","0","0","0","0","0","0","0","0","0","27.6","50.3","68.9","0","70.5","91","96.8","0","0","0","0","0","0","0"
"Heavily indebted poor countries (HIPC)","HPC","2007","0","0","0","0","0","0","0","0","0","0","63.2120758950049","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IDA only","IDX","2005","0","0","0","0","0","0","0","0","0","0","63.6729868215129","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kiribati","KIR","2006","0","0","37","21.9","29.3","43.9","2.6","6.6","11.6","16","0","3.3","11.3","29.1","0","12.9","34.6","69.4","21.8","0","0","0","0","0","0"
"Low income","LIC","2002","0","0","0","0","0","0","0","0","0","0","0","27.7","45.5","62.9","0","59.3","80.2","91.8","0","0","0","0","0","0","0"
"Peru","PER","2008","0","0","47.8","21.7","35.8","52.1","1.3","3.8","8.5","13.9","0","2.8","7.5","16.3","12","8.9","19.5","37.6","37.3","26.9","68.8","0","0","6.3","25.4"
"El Salvador","SLV","2012","0","0","41.8","21.3","32.6","48.2","2.2","5.7","10.2","14.7","0","1","4.1","13.5","0","4.1","14.4","38.9","34.5","0","43.3","0","0","0","29.9"
"Slovenia","SVN","2005","0","0","24.6","22.7","20.6","34.6","4","9.9","14.6","18.2","0","0","0.1","0.2","0","0","0.2","0.5","11.6","0","0","0","0","0","0"
"Thailand","THA","1981","0","0","45.2","20.7","35.5","51.4","2.3","5.4","9","13.5","0","5","15.5","33.2","0","19.6","43.1","69.6","0","0","0","0","0","0","0"
"Tajikistan","TJK","2007","0","0","32.2","22.7","25.1","39.7","2.6","7.4","13","17.1","0","3.8","10.8","30","0","10.4","34.7","74","0","0","0","0","0","0","0"
"Turkey","TUR","2005","0","0","42.6","21.7","32.8","48.3","1.9","5.2","10","14.8","15.5","0.5","2.8","9","0","2.6","10","25.7","16.4","0","26.6","0","0","0","10.1"
"Uzbekistan","UZB","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.1","0","0","0","0","0","0"
"Benin","BEN","2000","0","0","0","0","0","0","0","0","0","0","74.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Estonia","EST","2012","0","0","32.9","22.6","25.2","40.7","2.6","7.3","12.8","16.5","0","0.4","0.6","1.4","0","0.7","1.5","3.7","0","0","0","0","0","0","0"
"Micronesia, Fed. Sts.","FSM","2005","0","0","42.4","21.3","32.5","48.7","2.2","5.6","9.8","14.6","0","1.7","7.7","21","0","8.5","25","51.9","29.9","0","0","0","0","0","0"
"Mali","MLI","2006","0","0","38.9","21.6","30.2","46.1","2.5","6.4","10.9","14.9","0","17.7","37.5","58.1","0","51.3","77.6","92.3","41.7","0","0","0","0","0","0"
"Montenegro","MNE","2012","0","0","32.3","23","24.5","40.1","3","7.7","12.4","16.8","0","0.5","1","2.7","2.8","1.3","2.1","8.7","11.3","3.1","18.1","0","0","2.7","8.1"
"Portugal","PRT","2004","0","0","38.9","21.1","30.8","46.2","2.4","6.4","11.2","15.1","0","0.3","0.4","1","0","0.5","1","2.7","0","0","0","0","0","0","0"
"Sub-Saharan Africa","SSF","2013","0","0","0","0","0","0","0","0","0","0","0","16.6","32.8","51.8","0","42.5","67.8","85.4","0","0","0","0","0","0","0"
"United States","USA","2010","0","0","40.4","22.9","29.4","45.7","1.7","5.1","10.5","15.7","0","0.9","1","1.3","0","1","1.2","2","0","0","0","24.38","62.43","0","0"
"Armenia","ARM","2013","0","0","30.6","22.2","24.7","39.4","3.6","8.6","12.9","16.9","0","0.5","3.5","17.1","5.9","2.2","16.2","54.6","32","5.3","31.7","0","0","6.3","32.2"
"Burundi","BDI","2007","0","0","0","0","0","0","0","0","0","0","64.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Congo, Rep.","COG","2014","0","0","0","0","0","0","0","0","0","0","46.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colombia","COL","2016","3.49","1.48","50.8","19.9","40","55.7","1.3","3.9","8","12.6","0","1.8","4.3","10.9","0","4.5","11.8","28.5","28","0","0","4.24","14.28","0","0"
"Europe & Central Asia","ECS","2008","0","0","0","0","0","0","0","0","0","0","0","0.8","2.6","6.5","0","2.8","7.5","17.1","0","0","0","0","0","0","0"
"Finland","FIN","2014","0","0","26.8","22.5","22","36.4","3.9","9.4","14.1","17.6","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0"
"Finland","FIN","2005","0","0","27.6","22.2","23","37.2","4","9.5","13.8","17.3","0","0","0","0.1","0","0","0","0.2","0","0","0","0","0","0","0"
"Iceland","ISL","2010","0","0","26.2","22.1","22","36","3.9","9.5","14.4","17.9","0","0","0.1","0.2","0","0.2","0.2","0.2","0","0","0","0","0","0","0"
"Latvia","LVA","1995","0","0","31","22.1","25.1","39.3","3.2","8","13.2","17.3","0","0","1","6.1","0","0","5.7","22.1","0","0","0","0","0","0","0"
"Malawi","MWI","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.5","0","0","0","0","0","0"
"Paraguay","PRY","2005","0","0","51.4","19.7","40.4","56.3","1.3","3.9","7.9","12.2","17.6","2","5.4","13.7","0","6.1","14.7","35","44.9","0","0","0","0","0","0"
"El Salvador","SLV","2015","0","0","40.6","21.4","31.8","47.2","2.4","6.1","10.5","14.8","0","0.4","2.4","10","0","1.9","9.9","31.8","34.9","0","0","0","0","0","0"
"Upper middle income","UMC","2010","0","0","0","0","0","0","0","0","0","0","0","2","6.8","16.9","0","7.8","20.2","40.8","0","0","0","0","0","0","0"
"Venezuela, RB","VEN","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27.2","0","0","0","0","0","0"
"Samoa","WSM","2008","0","0","42","20.3","34.1","49.2","2.7","6.4","10","14.1","0","0.1","1.7","10.7","0","0.6","9.7","35.9","26.9","0","0","0","0","0","0"
"Zambia","ZMB","2000","0","0","0","0","0","0","0","0","0","0","57.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iraq","IRQ","2014","0","0","0","0","0","0","0","0","0","0","47.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kazakhstan","KAZ","2007","0","0","30.1","22","24.6","39.3","3.8","8.9","13","16.7","0","0","0.5","5.2","2.4","0.3","3","24","12.7","0","18.1","0","0","0","6.9"
"Rwanda","RWA","2007","0","0","0","0","0","0","0","0","0","0","68.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sierra Leone","SLE","2003","0","0","40.2","20.7","32","47.8","2.7","6.6","10.4","14.4","0","23.9","44.6","63.5","27","61.3","83.6","94","66.4","33.8","78.7","0","0","16.3","46.9"
"El Salvador","SLV","2013","0","0","43.4","20.7","34.2","49.6","2.1","5.5","9.8","14.3","0","0.7","3.4","12","0","3.2","12.4","35","29.6","0","36","0","0","0","26.2"
"World","WLD","2007","0","0","0","0","0","0","0","0","0","0","34.1985151677867","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bulgaria","BGR","2007","0","0","36.1","22.3","27.9","43","2.2","6.5","11.9","16.3","0","0.6","1.5","4.1","0","1.7","4.5","11.5","21.4","0","0","0","0","0","0"
"Belarus","BLR","1998","0","0","32","22.6","24.9","40.1","3.1","7.9","12.6","16.9","0","2.7","11.7","31.8","0","11.5","39.1","75.8","0","0","0","0","0","0","0"
"Congo, Rep.","COG","2009","0","0","0","0","0","0","0","0","0","0","49.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dominican Republic","DOM","1986","0","0","47.8","21.4","36.1","52.4","1.4","3.9","8.6","13.8","0","1.7","4.7","11.4","0","5.2","13.5","28.4","0","0","0","0","0","0","0"
"IDA & IBRD total","IBT","2000","0","0","0","0","0","0","0","0","0","0","39.6417887348422","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iraq","IRQ","2009","0","0","0","0","0","0","0","0","0","0","52.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lao PDR","LAO","1992","0","0","34.3","21.3","28.1","43","3.5","8.2","11.8","15.6","0","7.4","25.8","49.1","0","32.2","68.4","90.2","0","0","0","0","0","0","0"
"Paraguay","PRY","1999","0","0","54.6","19.7","42.1","58.6","0.9","2.8","7.1","11.8","0","4.1","8.6","16.9","0","10.2","20.1","37.2","0","0","0","0","0","0","0"
"Romania","ROU","2015","0.06","1.14","35.9","24.7","24.7","40.7","1.7","5.1","11.8","17.7","0","1.9","4.9","11","0","5.7","13.2","25.7","25.3","0","0","4.26","10.27","0","0"
"Zambia","ZMB","2004","0","0","54.3","19.4","42.7","59","1.3","3.5","6.9","11.2","0","27.3","43.4","60","0","56.7","75.1","88.5","0","0","0","0","0","0","0"
"Iceland","ISL","2009","0","0","28.7","21.8","24","38.1","3.7","9.1","13.8","17.3","0","0","0","0.1","0","0","0.2","0.2","0","0","0","29.23","51.35","0","0"
"Low & middle income","LMY","2014","0","0","0","0","0","0","0","0","0","0","29.9556363096552","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luxembourg","LUX","2007","0","0","31.1","22.2","25","39.7","3.4","8.3","12.9","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malaysia","MYS","1984","0","0","48.6","20.1","38.5","53.9","1.8","4.6","8.4","13","0","0.6","3.4","11.5","0","2.9","12.9","32.2","0","0","0","0","0","0","0"
"Argentina","ARG","1992","0","0","45.5","21.5","34.3","50.9","1.6","4.6","9.2","13.9","0","1.2","2","4.9","0","2.1","4.9","14.9","0","0","0","0","0","0","0"
"Australia","AUS","2003","0","0","33.5","23.1","25.1","40.9","2.7","7.4","12.1","16.5","0","0.8","0.9","1.1","0","1","1.2","1.5","0","0","0","0","0","0","0"
"Brazil","BRA","2000","0","0","0","0","0","0","0","0","0","0","31.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"France","FRA","2007","0","0","32.4","21.9","26.2","40.9","3.3","8.1","12.7","16.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Guinea-Bissau","GNB","2010","0","0","50.7","18.3","42","56.7","1.6","4.5","8.3","12.2","0","30.5","49.6","66.4","0","67.1","84.5","93.4","69.3","0","75.6","0","0","0","51"
"Kyrgyz Republic","KGZ","2010","0","0","30.1","22","24.6","39.2","3.5","8.7","13.3","16.9","0","1.1","5.7","22.8","7.5","4.1","23.3","66.2","33.7","8.7","39.5","0","0","5.4","23.6"
"Latin America & Caribbean (excluding high income)","LAC","2014","0","0","0","0","0","0","0","0","0","0","20.6863953001537","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lebanon","LBN","2011","0","0","31.8","22.5","24.8","40","3.1","7.9","12.7","17","0","0","0","0.3","0","0","0.1","2","0","0","0","0","0","0","0"
"Macedonia, FYR","MKD","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.5","0","0","0","0","0","0"
"Nicaragua","NIC","1993","0","0","57.4","19.7","44.2","60.5","0.5","2.1","6.4","11.2","0","18.2","30","45.4","0","36.3","56.6","74.4","0","0","0","0","0","0","0"
"Panama","PAN","2000","0","0","56.8","19.7","43.4","60.3","0.5","2.1","6.5","11.3","0","6.6","10.5","17.9","0","12.4","20.2","35.5","0","0","0","0","0","0","0"
"Argentina","ARG","1986","0","0","42.8","21.9","32.4","48.4","2","5.1","9.8","14.8","0","0","0","0.8","0","0","0","4.9","0","0","0","0","0","0","0"
"Estonia","EST","2009","0","0","31.4","22.5","24.4","39.6","2.8","7.7","13.2","16.9","0","0.2","0.5","1.1","0","0.5","1.2","3.2","0","0","0","0","0","0","0"
"Iceland","ISL","2008","0","0","31.8","21.2","27","40.8","3.6","8.6","12.9","16.4","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0"
"Kazakhstan","KAZ","2002","0","0","34.9","22.5","26.8","42.4","2.9","7.3","11.7","16.1","0","1.4","7.7","23.9","13.3","6.9","28.1","62","44.5","0","58.4","0","0","0","33"
"Malawi","MWI","2005","0","0","0","0","0","0","0","0","0","0","66.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Philippines","PHL","2007","0","0","0","0","0","0","0","0","0","0","42.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Russian Federation","RUS","2012","0","0","40.7","21","32.2","47.8","2.5","6.3","10.3","14.5","0","0","0.1","0.6","0.9","0","0.3","2.9","10.7","0","0","0","0","0","0"
"Slovak Republic","SVK","1996","0","0","25.8","22.8","20.8","34.8","3.1","8.7","14.9","18.7","0","0.1","0.6","2","0","0.5","2.1","6.1","0","0","0","0","0","0","0"
"Tanzania","TZA","2014","0","0","0","0","0","0","0","0","0","0","50.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"World","WLD","2010","0","0","0","0","0","0","0","0","0","0","0","4.7","13.4","26.9","0","15.7","35.2","53.9","0","0","0","0","0","0","0"
"Bhutan","BTN","2017","1.63","1.67","37.4","22.7","27.9","44.4","2.7","6.7","10.8","15.5","0","0.2","2.5","12.1","0","1.5","12","38.6","8.2","0","0","3.83","8.78","0","0"
"Central African Republic","CAF","2007","0","0","0","0","0","0","0","0","0","0","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Costa Rica","CRI","2002","0","0","51.9","19.7","40.5","56.8","1.1","3.5","7.8","12.2","0","2.1","4.1","9","0","4.5","9.8","22.3","0","0","0","0","0","0","0"
"Honduras","HND","1995","0","0","55.5","19","43.8","59.8","1","3.1","6.8","11.3","0","11.1","22.2","38","0","27.7","48.5","69.7","0","0","0","0","0","0","0"
"Kyrgyz Republic","KGZ","2009","0","0","29.9","21.9","24.6","39.3","3.9","9.1","13","16.7","0","0.3","4.1","20.8","6.1","2.1","21.1","63.2","31.7","7.2","37.1","0","0","4.2","21.9"
"Lower middle income","LMC","1996","0","0","0","0","0","0","0","0","0","0","0","11.7","30.5","52.4","0","39.3","71.7","89.8","0","0","0","0","0","0","0"
"Ghana","GHA","2007","0","0","0","0","0","0","0","0","0","0","42.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Italy","ITA","2015","-2.13","-1.08","35.4","23.5","25.7","41.3","1.8","5.9","12.1","17.2","0","1.4","1.7","2.3","0","2","2.5","3.5","0","0","0","17.85","40.19","0","0"
"Sri Lanka","LKA","1990","0","0","64.8","42","55","83.4","7.4","17.4","25","32","49.6","3","22.2","67.6","0","17.4","86.2","161.2","0","0","0","0","0","0","0"
"Lower middle income","LMC","1995","0","0","0","0","0","0","0","0","0","0","51.0312213917618","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Madagascar","MDG","1990","0","0","0","0","0","0","0","0","0","0","186","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Macedonia, FYR","MKD","2009","0","0","42.8","23","30.7","47.1","1.2","4.1","10.1","15.6","0","4.3","8","15.8","0","9.7","18","35","0","0","0","3.36","9.46","0","0"
"Pre-demographic dividend","PRE","2007","0","0","0","0","0","0","0","0","0","0","63.5487841628835","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"South Asia","SAS","1981","0","0","0","0","0","0","0","0","0","0","0","18.1","40.6","62.4","0","55.6","85.4","96.5","0","0","0","0","0","0","0"
