"Country Name","Country Code","Year","Adequacy of social insurance programs (% of total welfare of beneficiary households)","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","Adequacy of social safety net programs (% of total welfare of beneficiary households)","Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits)","Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits)","Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits)","Children in employment, wage workers (% of children in employment, ages 7-14)","Children in employment, wage workers, female (% of female children in employment, ages 7-14)","Children in employment, wage workers, male (% of male children in employment, ages 7-14)","Coverage of social insurance programs (% of population)","Coverage of social insurance programs in 2nd quintile (% of population)","Coverage of social insurance programs in 3rd quintile (% of population)","Coverage of social insurance programs in 4th quintile (% of population)","Coverage of social insurance programs in poorest quintile (% of population)","Coverage of social insurance programs in richest quintile (% of population)","Coverage of social protection and labor programs (% of population)","Coverage of social safety net programs (% of population)","Coverage of social safety net programs in 2nd quintile (% of population)","Coverage of social safety net programs in 3rd quintile (% of population)","Coverage of social safety net programs in 4th quintile (% of population)","Coverage of social safety net programs in poorest quintile (% of population)","Coverage of social safety net programs in richest quintile (% of population)","Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (national estimate)","Employment to population ratio, 15+, male (%) (national estimate)","Employment to population ratio, 15+, total (%) (national estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)","Labor force participation rate for ages 15-24, male (%) (national estimate)","Labor force participation rate for ages 15-24, total (%) (national estimate)","Labor force participation rate, female (% of female population ages 15+) (national estimate)","Labor force participation rate, male (% of male population ages 15+) (national estimate)","Labor force participation rate, total (% of total population ages 15+) (national estimate)","Labor force, female (% of total labor force)","Labor force, total","Part time employment, male (% of total male employment)","Part time employment, total (% of total employment)","Ratio of female to male labor force participation rate (%) (national estimate)","Share of youth not in education, employment or training, female (% of female youth population)","Share of youth not in education, employment or training, male (% of male youth population)","Share of youth not in education, employment or training, total (% of youth population)","Unemployment, female (% of female labor force) (national estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (national estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (national estimate)","Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"
"Mexico","MEX","2010","35.5891790157082","28.4700668794296","17.9250927933712","1.43087817794138","11.6526368764489","29.6212563561181","0","0","0","50.5116870359452","40.8278386120061","54.9643027060087","66.0749358379899","20.3687683248457","70.2967679496722","82.2804530074953","48.9338963533557","63.3116568487979","53.3733408534128","36.4597465711743","74.2184378288284","17.3254823541182","3.8289999961853","40.3107986450195","74.4680023193359","56.4967002868652","33.2845001220703","61.1910018920898","47.0658988952637","42.5150985717773","78.6976013183594","59.660701751709","35.7076615303363","50543153","14.1800003051758","19.5599994659424","54.0233728341844","32.9648017883301","11.1206998825073","22.1772003173828","5.18459987640381","5.39799976348877","5.37449979782104","5.32999992370605","5.30329990386963","10.503999710083","9.33500003814697","9.29650020599365","9.73799991607666","9.72869968414307"
"Mauritania","MRT","1993","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.9189987182617","0","0","0","0","0","0","0","0","0","29.3453322940533","635055","0","0","0","0","0","0","0","9.52400016784668","0","11.0089998245239","0","0","15.6929998397827","0","18.0559997558594","0"
"Nigeria","NGA","2015","29.287548415774","18.3450399410856","2.1896824383558","1.98383887774593","2.16706618986409","5.65437001666394","0","0","0","2.70706889939629","2.27680128633467","0.943989466753766","2.77623967259624","1.16246338516303","6.36858785570756","6.41370666952272","3.7642855236789","4.05793111370602","4.37727797253076","4.18107086525083","4.07566378328412","2.13334299065945","26.326000213623","0","0","69.1307983398438","0","0","0","0","0","72.2453994750977","45.4260289242534","55789651","0","0","0","0","0","0","5.05499982833862","4.68200016021729","3.62319993972778","4.30999994277954","4.31099987030029","0","7.16200017929077","0","8.04699993133545","7.66419982910156"
"Nicaragua","NIC","1995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.0860004425049","0","0","0","25.4599990844727","72.1100006103516","48.1599998474121","33.4199981689453","84.4599990844727","57.9099998474121","29.6394389428245","1542374","0","0","39.5690250191931","0","0","0","0","14.9399995803833","0","16.6100006103516","16.6100006103516","0","21.3850002288818","0","25.7019996643066","0"
"New Zealand","NZL","1974","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.100000001490116","0","0.100000001490116","0","0.100000001490116","0","0","0","0","0"
"Pakistan","PAK","2003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64.6210021972656","0","0","0","0","0","0","0","0","0","16.0627310072941","45816194","0","0","0","0","0","0","15.3199996948242","6.76599979400635","6","8.27000045776367","7.48999977111816","0","12.66100025177","0","13.8299999237061","0"
"Peru","PER","2012","20.8061020763828","19.5732517121667","9.80225777561479","0.865220467268465","4.65183178506965","67.9844177994664","0","0","0","12.2250648715629","5.34503592311893","10.2424980077944","18.196038630821","1.52678936118745","25.8122301749873","89.5209964043684","86.6439677654032","88.7744238114428","88.1660528162453","85.610095333394","90.0225799160094","80.6479510820909","26.1310005187988","57.5713996887207","76.3677978515625","66.6539993286133","54.0990982055664","62.4823989868164","58.1418991088867","62.7182006835938","80.5313034057617","71.3255996704102","45.7714933456445","16877968","12.0500001907349","17.8500003814697","77.8805235121856","19.0884990692139","11.9336996078491","15.433500289917","0","2.77900004386902","0","3.10999989509583","0","0","6.41499996185303","0","7.28900003433228","0"
"Qatar","QAT","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0109999999403954","54.3167991638184","95.8648986816406","87.1214981079102","32.9830017089844","80.2524032592773","67.4130020141602","54.9766006469727","95.9439010620117","87.3227005004883","13.602611665454","1778482","0","0","57.3007768481704","0","0","0","1.20009994506836","0.0640000030398369","0.0822999998927116","0.189999997615814","0.230399996042252","3.61330008506775","0.300999999046326","0.405800014734268","0.73199999332428","0.832099974155426"
"Sudan","SDN","1997","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.1640014648438","0","0","0","0","0","0","0","0","0","27.3952702674923","7296734","0","0","0","0","0","0","0","9.38399982452393","0","13.8489999771118","0","0","21.1539993286133","0","28.8190002441406","0"
"Singapore","SGP","1983","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.3899993896484","84.629997253418","66.1600036621094","60.9199981689453","68.370002746582","64.75","45.6800003051758","81.620002746582","63.7900009155273","0","0","0","0","55.9666733251718","0","0","0","2.05999994277954","0","1.49000000953674","0","1.69000005722046","5.09000015258789","0","5.40000009536743","0","5.26000022888184"
"Slovenia","SVN","2011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.93300008773804","48.0549011230469","58.5107002258301","53.1940002441406","32.3120002746582","41.9618988037109","37.4216003417969","52.331901550293","63.7094993591309","57.9240989685059","45.7962231512745","1022069","20.5699996948242","24.2999992370605","82.1414421345515","6.30000019073486","7.76999998092651","7.07999992370605","8.17280006408691","8.16499996185303","8.16020011901855","8.17000007629395","8.16600036621094","16.7621994018555","15.0909996032715","15.0054998397827","15.7880001068115","15.7192001342773"
"Sweden","SWE","1975","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53.060001373291","74.3000030517578","63.5299987792969","62.9599990844727","70.3399963378906","66.7300033569336","53.0800018310547","74.2900009155273","63.5299987792969","0","0","0","0","71.449725638596","0","0","0","0","0","0","0","0","4.8899998664856","0","2.78999996185303","0","3.75999999046326"
"Sweden","SWE","1986","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67.5","66.9700012207031","67.3000030517578","80.5500030517578","85.7200012207031","83.2399978637695","0","0","0","0","93.9687376396156","0","0","0","0","0","0","0","0","4.86999988555908","0","4.67999982833862","0","4.78000020980835"
"Turks and Caicos Islands","TCA","2001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71.6999969482422","0","0","0","0","0","56.7000007629395","0","0","0","0","0","0","0","0","0","0","0","0","9.71000003814697","0","0","0","0","0"
"Turkmenistan","TKM","2001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.5589981079102","0","0","0","0","0","0","0","0","0","42.4224689046409","1869250","0","0","0","0","0","0","0","3.76300001144409","0","3.81500005722046","0","0","6.55100011825562","0","6.96299982070923","0"
"Middle East & North Africa (IDA & IBRD countries)","TMN","2003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36.6620073417556","0","0","0","0","0","0","0","0","0","19.8490081624887","88220400","0","0","0","0","0","0","0","11.0596899485388","0","12.9138336380673","0","0","23.2923232371658","0","26.8461938314096","0"
"Turkey","TUR","1994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.8030014038086","28.7660007476807","71.6169967651367","49.9739990234375","35.810001373291","67.2249984741211","51.1389999389648","31.2830009460449","78.4940032958984","54.648998260498","29.5212688449035","20656646","0","0","39.8540011115468","0","0","0","0","8.86499977111816","0","8.57999992370605","0","13.41100025177","17.4409999847412","17.5090007781982","16.0400009155273","16.0400009155273"
"Turkey","TUR","1960","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","132","172.740005493164","153.4400024414062","130.8800048828126","187.520004272461","159.3999938964844","0","0","0","0","139.590445713352","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tanzania","TZA","2005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78.0950012207031","0","0","0","0","0","0","0","0","0","50.3551493305411","17923728","0","0","0","11.0699996948242","6.67999982833862","9.01000022888184","0","3.00600004196167","0","4.44399976730347","0","0","7.00600004196167","0","8.38599967956543","0"
"United States","USA","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.776000022888184","53.1581993103027","64.4024963378906","58.584300994873","53.4798011779785","56.5942993164063","55.0495986938477","57.2058982849121","69.728401184082","63.2487983703613","45.8943389903214","159007112","12.0799999237061","16.4099998474121","82.0410296428414","19.0741996765137","17.3792991638184","18.2199001312256","7.07569980621338","7.63700008392334","7.63810014724731","7.38000011444092","7.37489986419678","13.9252004623413","16.9249992370605","17.0531997680664","15.4530000686646","15.5459995269775"
"World","WLD","2005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37.0572394016142","0","0","61.2645516070712","0","0","0","0","0","64.7476031167292","39.8502733013203","3012681929","0","0","0","0","0","0","0","5.52143771754779","0","5.89068654920538","0","0","12.4958352427215","0","13.2533014728955","0"
"South Africa","ZAF","1990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49.099998474121","93.599998474121","71.900001525879","79.3297210319332","24520656","0","0","104.9145283644346","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Armenia","ARM","2005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.0559997558594","0","0","0","0","0","0","0","0","0","46.3160943874704","1308394","0","0","0","0","0","0","0","13.7849998474121","0","16.0659999847412","0","0","25.1240005493164","0","32.193000793457","0"
"American Samoa","ASM","1979","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.3500003814697","0","0","0","0","0"
"Australia","AUS","1993","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.74300003051758","46.5331001281738","65.0821990966797","55.660099029541","65.7210998535156","71.6492004394531","68.7257995605469","51.7019996643066","73.5473022460938","62.4509010314941","41.8770580572852","8651059","19.4699993133545","30.3799991607666","70.2976153922118","0","0","0","9.99740028381348","11.5019998550415","11.5096998214722","10.8699998855591","10.87380027771","17.2332992553711","19.6959991455078","19.7152996063232","18.5400009155273","18.5447998046875"
"Belgium","BEL","1970","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.3199996948242","124.4800033569336","110.1999969482422","56.2599983215332","143.4400024414062","98.3199996948242","0","0","0","0","78.443945013895","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brazil","BRA","1996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.3579998016357","43.2616996765137","75.864501953125","58.9477005004883","48.1907997131348","74.1920013427734","61.2717018127441","47.8036994934082","80.5479965209961","63.5578002929688","38.028601253076","71175413","0","0","59.3480925139428","30.0701007843018","12.0406999588013","20.9997005462646","9.50150012969971","5.58699989318848","5.8144998550415","6.76999998092651","7.25339984893799","16.8875999450684","10.4790000915527","10.6128997802734","12.6199998855591","13.0651998519897"
"Brunei Darussalam","BRN","1999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.467000007629395","0","0","0","0","0","0","0","0","0","39.9331607312692","151408","0","0","0","0","0","0","0","4.75799989700317","0","5.56199979782104","0","0","15.8649997711182","0","17.2700004577637","0"
"Botswana","BWA","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21.0069999694824","41.5400009155273","56.6599998474121","48.560001373291","34.689998626709","42.3499984741211","38.4300003051758","52.8699989318848","66.3300018310547","59.1300010681152","45.3231654110389","813670","10.25","11.4799995422363","79.7075191804561","0","0","0","21.4300003051758","14.7299995422363","14.5900001525879","17.8600006103516","17.8600006103516","43.4500007629395","29.2590007781982","29.5900001525879","35.2369995117188","35.9900016784668"
"Botswana","BWA","2009","0","9.53291284082839","9.53291284082839","0","12.818429656579","12.818429656579","0","0","0","0","0","0","0","0","0","73.7742720372755","73.7742720372755","87.3045142949863","80.1991502698197","67.4705446418587","91.6319386082215","42.2815524147707","19.9479999542236","44.8325996398926","60.5438003540039","52.1309013366699","35.6204986572266","43.2216987609863","39.3358993530273","55.7598991394043","69.5932006835938","62.1857986450195","45.4546763090439","833681","0","0","80.1226248996899","42.1096992492676","28.5161991119385","35.4653015136719","19.5970993041992","13.1379995346069","13.0031995773315","16.1700000762939","16.1692008972168","41.1916999816895","26.2819995880127","26.718900680542","32.5019989013672","33.4188003540039"
"Central Europe and the Baltics","CEB","1995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.9961839322022","47.2703010525571","62.298056251692","54.4679877123474","39.1727192984819","50.6019587450818","44.957254278471","53.0193899355424","68.868491504272","60.6083151792457","45.6693598387867","51979844","0","0","77.1989788319878","0","0","0","0","10.623189137014","0","11.113763316097","0","24.9050004353228","23.5410018638608","22.2471851243482","24.6021135684141","23.4401528366465"
"Czech Republic","CZE","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.63699996471405","47.1008987426758","64.7228012084961","55.6870002746582","26.057300567627","38.0614013671875","32.1988983154297","50.8615989685059","68.1999969482422","59.3096008300781","43.9479678389271","5322708","13.1999998092651","17.0699996948242","74.5771279243684","9.85000038146973","6.44999980926514","8.10999965667725","7.39400005340576","5.10300016403198","5.09849977493286","6.1100001335144","6.10790014266968","17.1014995574951","15.0539999008179","15.0424995422363","15.8610000610352","15.8562002182007"
"Europe & Central Asia","ECS","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.80373888005597","46.3215188408655","60.5832268001763","54.1816765349685","37.2559796392924","46.244430556611","41.7416690219679","51.0558029742074","67.072562277095","59.6669926958568","44.9970849965408","424917162","14.8724566849506","21.6675118798062","76.7288175576863","18.4282971201659","13.0106657963857","15.5058582444015","9.25601453850745","9.2022999509711","9.57992206371778","9.01625667001809","9.11214725195058","21.1588938929175","19.94024692884","21.0737593381422","19.9066737701937","21.0480670473262"
"Ecuador","ECU","2015","0","0","0","0","0","0","6.59","3.03","9.43","0","0","0","0","0","0","0","0","0","0","0","0","0","22.5690002441406","49.7938003540039","77.6370010375977","63.2843017578125","32.3204002380371","53.0778007507324","42.7771987915039","52.138500213623","80.0422973632813","65.6583023071289","39.5695683530296","7627599","14.3900003433228","20.8099994659424","65.1386853340632","29.263599395752","10.5003995895386","19.8113994598389","4.49700021743774","3.02699995040894","3.00500011444092","3.61999988555908","3.61570000648499","11.5987997055054","7.23899984359741","7.17579984664917","8.83899974822998","8.83409976959229"
"Egypt, Arab Rep.","EGY","1975","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.82000017166138","77.4400024414063","40.439998626709","7.1399998664856","53.7999992370605","31.3199996948242","5.1399998664856","77.7099990844727","40.7400016784668","0","0","0","0","6.61433525549047","0","0","0","0","0","0","0","2.5699999332428","0","0","0","0","0"
"Ethiopia","ETH","2004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.514473589852514","0.514473589852514","0.700932505364392","0.66717731695518","0.229809464791454","0.595208317551733","0.379344019794808","77.1340026855469","0","0","0","0","0","0","0","0","0","46.6817441647393","33643955","0","0","0","0","0","0","0","3.13899993896484","0","5.9850001335144","0","0","4.76000022888184","0","8.42199993133545","0"
"France","FRA","2009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.87899994850159","46.9193992614746","56.8039016723633","51.6389999389648","36.1519012451172","42.9446983337402","39.5586013793945","51.4478988647461","62.2009010314941","56.5820999145508","46.4687288031104","29765570","25.5300006866455","33.6199989318848","82.712465593861","12.1499996185303","13.2700004577637","12.710000038147","8.80210018157959","8.68400001525879","8.6766996383667","8.73999977111816","8.73630046844482","21.6431999206543","23.8549995422363","24.0349006652832","22.8309993743896","22.9454002380371"
"United Kingdom","GBR","1994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.15499997138977","48.6254997253418","63.3848991394043","55.7868995666504","60.0281982421875","69.0027008056641","64.627799987793","52.5028991699219","71.5514984130859","61.7454986572266","44.1971512012411","28449535","17.5900001525879","32.3800010681152","73.3777773133536","0","0","0","0","11.4289999008179","0","9.64999961853027","0","12.7978000640869","19.3610000610352","19.2991008758545","16.3600006103516","16.3554000854492"
"Guatemala","GTM","2011","6.242679176313","4.97511392221054","3.90607799257601","0.682874997509797","12.1633602886766","26.0323316466161","0","0","0","3.8776273365087","2.15409344408923","1.61959390579397","4.47583446474886","0.819201416513964","10.3179849436171","64.3180856608924","61.579421348817","77.7789798085584","70.56420980603","53.5599025639254","79.3137154620864","26.6877353650492","14.3870000839233","37.6027984619141","81.4970016479492","58.867000579834","35.4678001403809","71.0858993530273","53.2619018554688","40.2658004760742","83.8926010131836","61.4005012512207","34.1318051211231","5656806","14.0299997329712","22.0900001525879","47.9968435711589","42.3011016845703","7.16919994354248","24.7499008178711","6.6136999130249","2.86199998855591","2.85560011863709","4.13000011444092","4.1262001991272","13.6127004623413","4.48600006103516","4.4980001449585","7.4980001449585","7.53529977798462"
"Guatemala","GTM","1985","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.2999992370605","14.8599996566772","74.3899993896484","45.0299987792969","14.0699996948242","85.2600021362305","49.8699989318848","0","0","0","0","16.5024622827745","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hong Kong SAR, China","HKG","1977","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.19999980926514","0","4.40000009536743","0","4.30000019073486","0","0","0","0","0"
"India","IND","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57.7350006103516","0","0","0","0","0","0","0","0","0","24.5205430816832","503834632","0","0","0","0","0","0","0","3.26399993896484","0","3.49000000953674","0","0","10.048999786377","0","10.3599996566772","0"
"Iraq","IRQ","2003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.0209999084473","0","0","0","0","0","0","0","0","0","15.4478390523211","6086450","0","0","0","0","0","0","0","8.23400020599365","0","7.93300008773804","0","0","15.7130002975464","0","15.5909996032715","0"
"Iceland","ISL","1987","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.600000023841858","0","0.300000011920929","0","0.400000005960464","0","0","0","0","0"
"Jordan","JOR","1983","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.7999992370605","0","4.80000019073486","0","6.59999990463257","0","0","0","0","0"
"Kyrgyz Republic","KGZ","1998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.0410003662109","0","0","0","0","0","0","0","0","0","44.2261553065406","1953118","0","0","0","0","0","0","0","6.61899995803833","0","7.47399997711182","0","0","11.878999710083","0","13.66100025177","0"
"Lebanon","LBN","1995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0430000014603138","0","0","0","0","0","0","0","0","0","23.234239004206","908461","0","0","0","0","0","0","0","7.84899997711182","0","8.78499984741211","0","0","20.8349990844727","0","21.5979995727539","0"
"Lower middle income","LMC","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.1957247212034","33.6477674392154","76.6930018128845","55.6559746103593","25.8484054768993","54.25804062544","40.6473347118684","35.4556308295484","79.3409928160423","57.9970781630579","31.8638514881416","1059723109","0","0","46.4784242136706","46.8382554026393","10.6108475512651","27.9315685124926","0","3.90970768821525","0","4.42134176884637","0","0","10.3626885644199","0","11.2996963764286","0"
"Lower middle income","LMC","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.0212532769271","0","0","0","0","0","0","0","0","0","31.664185879428","1110464706","0","0","0","0","0","0","0","3.89799713159845","0","4.29802688163627","0","0","10.8495180893194","0","11.6120690352511","0"
"Morocco","MAR","2007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60.1749992370605","18.3367004394531","49.0166015625","33.502799987793","25.5284004211426","62.0116004943848","43.7279014587402","20.2394008636475","54.2120018005371","37.0334014892578","26.6878544734607","11011050","0","0","37.3338009876754","0","0","0","9.40089988708496","9.53400039672852","9.58349990844727","9.5600004196167","9.53369998931885","13.2184000015259","17.2749996185303","16.5534000396729","16.3740005493164","15.578200340271"
"Mexico","MEX","1996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.83699989318848","35.0519981384277","79.1279983520508","56.0979995727539","35.9900016784668","71.1039962768555","53.0719985961914","37.6370010375977","82.8079986572266","59.2060012817383","31.9841038843699","36807231","0","0","45.4509246061982","0","0","0","6.86600017547607","4.47200012207031","4.44600009918213","5.25","5.25","12.3269996643066","7.48099994659424","7.58900022506714","9.02700042724609","9.23900032043457"
"Mauritania","MRT","1999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.6859970092773","0","0","0","0","0","0","0","0","0","29.6108867898258","768491","0","0","0","0","0","0","0","9.45499992370605","0","10.8970003128052","0","0","15.7919998168945","0","18.1270008087158","0"
"Mauritania","MRT","1996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.4820022583008","0","0","0","0","0","0","0","0","0","29.5207467207168","694664","0","0","0","0","0","0","0","9.48099994659424","0","10.9519996643066","0","0","15.6899995803833","0","18.0520000457764","0"
"Mauritania","MRT","1977","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.1400003433228","0","0","0","0","0"
"North America","NAC","1970","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.599998474121","152.3999938964844","114.8000030517578","102.599998474121","138.8000030517578","119.599998474121","86.599998474121","159.3999938964844","120.8000030517578","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","22.2000007629394","0","22"
"Nicaragua","NIC","1991","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.38799953460693","0","0","53.3300018310547","33.1199989318848","70.5999984741211","49.1699981689453","39.689998626709","87.5500030517578","62.0099983215332","31.1289397047642","1394140","0","0","45.334091654166","0","0","0","19.4699993133545","12.039999961853","11.8500003814697","14.4499998092651","14.4499998092651","19.1700000762939","14.1479997634888","13.9799995422363","15.9010000228882","15.9799995422363"
"Netherlands","NLD","1980","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55.0400009155274","128.4199981689454","91.1399993896484","96.8199996948242","100.2399978637696","98.5800018310546","58.2999992370606","137.8600006103516","97.4400024414062","0","0","0","0","84.5785564760588","0","0","0","10.39999961853028","0","8.80000019073486","0","9.19999980926514","0","0","0","0","0"
"Syrian Arab Republic","SYR","2007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.3139991760254","10.460000038147","69.75","40.5200004577637","11.3000001907349","53.25","32.939998626709","14.0799999237061","73.5800018310547","44.25","15.7698403063707","5428457","0","0","19.135634103455","0","0","0","25.6800003051758","5.19899988174438","5.21000003814697","8.42000007629395","8.42000007629395","49.0800018310547","12.7430000305176","13.1099996566772","18.7000007629395","19.0900001525879"
"Chad","TCD","1980","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49.8400001525878","163.6799926757812","104.7600021362304","50.5800018310546","182.0800018310546","112.2399978637696","0","0","0","0","55.5579979376164","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trinidad and Tobago","TTO","2001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.18899989128113","0","0","53.834098815918","0","0","0","46.7999992370605","75","60.3685989379883","38.8730455640394","586998","0","0","62.3999989827473","0","0","0","14.4319000244141","8.6850004196167","8.6008996963501","10.8800001144409","10.8243999481201","0","18.1319999694824","0","21.2950000762939","0"
"Uruguay","URY","2002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.25800001621246","39.5999984741211","62.4000015258789","50.0999984741211","0","0","0","0","0","58.5","43.6681416760028","1597730","0","0","0","0","0","0","21.1299991607666","13.5629997253418","13.5","16.9099998474121","16.9099998474121","0","35.8680000305176","0","39.9790000915527","0"
"United States","USA","1995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5349999666214","55.6990013122559","70.8230972290039","62.9477005004883","62.4854011535645","70.3807983398438","66.4378967285156","59.0477981567383","75.0503005981445","66.7174987792969","45.1966206567053","136503918","11.8199996948242","17.1399993896484","78.6776304506876","22.3278007507324","15.1933002471924","18.7562007904053","5.67129993438721","5.58599996566772","5.63250017166138","5.59999990463257","5.65040016174316","11.7706003189087","12.3109998703003","12.5576000213623","11.951000213623","12.1879997253418"
